subparam,unit1,value1,unit2,value2,modelname,modelid,specifications.topparam
Note,,"Net power advertised is the power available at the flywheel plus front drive implement pump when the engine is equipped with fan, air cleaner, muffler and alternator.",,"Net power advertised is the power available at the flywheel plus front drive implement pump when the engine is equipped with fan, air cleaner, muffler and alternator.",918M,113343,Engine
Maximum Gross Power - Sae J1995,hp,117,kw,87.3,918M,113343,Engine
Maximum Gross Power - Iso 14396,hp,115,kw,85.8,918M,113343,Engine
Maximum Gross Power,hp,115,kw,85.8,918M,113343,Engine
Maximum Gross Power - Iso 14396 (Din),hp,117,kw,87.3,918M,113343,Engine
Maximum Gross Torque - Iso 14396,lb ft,369,Nm,500.3,918M,113343,Engine
Maximum Net Torque - Sae J1349,lb ft,361,Nm,489.5,918M,113343,Engine
Rated Net Power - Sae J1349,hp,112,kw,83.6,918M,113343,Engine
Rated Net Power - Iso 9249 (Din),hp,114,kw,85.1,918M,113343,Engine
Maximum Gross Torque - Sae J1995,lb ft,372,Nm,504.4,918M,113343,Engine
Maximum Net Torque - Iso 9249,lb ft,365,Nm,494.9,918M,113343,Engine
Maximum Gross Power - Maximum Engine Speed,rpm,2350,rpm,2350,918M,113343,Engine
Rated Net Power - Rated Engine Speed,rpm,2200,rpm,2200,918M,113343,Engine
Operating Weight,lb,20917,kg,9487.8,918M,113343,Operational
Note,,*Creeper Control allows speed control from a stand still up to 10 km/h (6.3 mph). The Creeper Control will only work in Range 1.,,*Creeper Control allows speed control from a stand still up to 10 km/h (6.3 mph). The Creeper Control will only work in Range 1.,918M,113343,Transmission
Maximum Working Pressure - Steering Pump,,3190 psi,,3190 psi,918M,113343,Steering
Steering Articulation Angle - Each Direction,,40  degrees,,40  degrees,918M,113343,Steering
Number Of Steering Wheel Turns - Full Left To Full Right Or Full Right To Full Left,,3.4 turns,,3.4 turns,918M,113343,Steering
Maximum Flow - Steering Pump,,21.7 gal/min,,21.7 gal/min,918M,113343,Steering
"Steering Cycle Times - Full Left To Full Right - At 2,350 Rpm: 90 Rpm Steering Wheel Speed",,2.3 s,,2.3 s,918M,113343,Steering
"Forward And Reverse - Low Range, Speed Range 1*",mph,6.3,km/h,10.2,918M,113343,Transmission
Forward And Reverse - High Range,mph,25,km/h,40.3,918M,113343,Transmission
"Forward And Reverse - Low Range, Speed Range 2",mph,12.5,km/h,20.2,918M,113343,Transmission
Note (1),,Other tire choices are available. Contact your Cat dealer for details.,,Other tire choices are available. Contact your Cat dealer for details.,918M,113343,Tires
Note (2),,"In certain applications, the loader's productive capabilities may exceed the tire's tonnes-km/h (ton-mph) capabilities.",,"In certain applications, the loader's productive capabilities may exceed the tire's tonnes-km/h (ton-mph) capabilities.",918M,113343,Tires
Note (3),,Caterpillar recommends that you consult a tire supplier to evaluate all conditions before selecting a tire model.,,Caterpillar recommends that you consult a tire supplier to evaluate all conditions before selecting a tire model.,918M,113343,Tires
Standard Size,,17.5-25 12PR,,17.5-25 12PR,918M,113343,Tires
Other Choices Include,,"17.5-25 12PR L2; 17.5-R25 XHA * L3; 17.5-R25 * L2/L3 PC RM; 17.5-25 16PR L3, 3PC Rim; 17.5-25 GY L2/L3; 17.5-25 12PR L2, SNOW; Flexport",,"17.5-25 12PR L2; 17.5-R25 XHA * L3; 17.5-R25 * L2/L3 PC RM; 17.5-25 16PR L3, 3PC Rim; 17.5-25 GY L2/L3; 17.5-25 12PR L2, SNOW; Flexport",918M,113343,Tires
Bucket Capacities,,1.3-1.9 m3 (1.7-2.5 yd3),,1.3-1.9 m3 (1.7-2.5 yd3),918M,113343,Buckets
Front,,Fixed; Locking differential (standard),,Fixed; Locking differential (standard),918M,113343,Axles
Rear,,Oscillating 11 degrees; Locking differential (standard),,Oscillating 11 degrees; Locking differential (standard),918M,113343,Axles
Rated Bucket Capacity,yd3,2.5,m3,2,918M,113343,Operating Specifications
Cooling System,gal,5.7,L,21.6,918M,113343,Service Refill Capacities
Fuel Tank,gal,40.7,L,154.1,918M,113343,Service Refill Capacities
Hydraulic Tank,gal,14.5,L,54.9,918M,113343,Service Refill Capacities
Hydraulic System - Including Tank,gal,25.9,L,98.1,918M,113343,Service Refill Capacities
Engine Crankcase,gal,2.3,L,8.8,918M,113343,Service Refill Capacities
Transmission,gal,0.9,L,3.5,918M,113343,Service Refill Capacities
Note,,DEF used in Cat SCR systems must meet the requirements outlined in the International Organization for Standardization (ISO) standard 22241-1.,,DEF used in Cat SCR systems must meet the requirements outlined in the International Organization for Standardization (ISO) standard 22241-1.,918M,113343,Service Refill Capacities
Axles - Front,gal,4.5,L,17.1,918M,113343,Service Refill Capacities
Axles - Rear,gal,4.5,L,17.1,918M,113343,Service Refill Capacities
Diesel Exhaust Fluid (Def) Tank,gal,5,L,19,918M,113343,Service Refill Capacities
Rops,,"SAE J1040 MAY94, ISO 3471-1994",,"SAE J1040 MAY94, ISO 3471-1994",918M,113343,Cab
Fops,,"SAE J/ISO 3449 APR98, Level II, ISO 3449 1992 Level II",,"SAE J/ISO 3449 APR98, Level II, ISO 3449 1992 Level II",918M,113343,Cab
Note (1),,Cab and Rollover Protective Structures (ROPS) are standard in North America and Europe.,,Cab and Rollover Protective Structures (ROPS) are standard in North America and Europe.,918M,113343,Cab
Note (2),,"The declared dynamic operator sound pressure levels per ISO 6396:2008*, when properly installed and maintained, is 77 dB(A).",,"The declared dynamic operator sound pressure levels per ISO 6396:2008*, when properly installed and maintained, is 77 dB(A).",918M,113343,Cab
Note (3),,The labelled sound power level for the CE marked configurations when measured according to the test procedure and conditions specified in 2000/14/EC is 103 dB(A).,,The labelled sound power level for the CE marked configurations when measured according to the test procedure and conditions specified in 2000/14/EC is 103 dB(A).,918M,113343,Cab
Note (4),,*The measurements were conducted with the cab doors and windows closed.,,*The measurements were conducted with the cab doors and windows closed.,918M,113343,Cab
Maximum Flow - Implement Pump,,43.6 gal/min,,43.6 gal/min,918M,113343,Loader Hydraulic System
Maximum Working Pressure - Implement Pump,,4061 psi,,4061 psi,918M,113343,Loader Hydraulic System
"Maximum Flow - Implement Pump - 3rd Function, Maximum Flow, High",,40 gal/min,,40 gal/min,918M,113343,Loader Hydraulic System
Relief Pressure - Tilt Cylinder,,4641 psi,,4641 psi,918M,113343,Loader Hydraulic System
"Hydraulic Cycle Time - Raise, Ground Level To Maximum Lift",,4.8 s,,4.8 s,918M,113343,Loader Hydraulic System
"Hydraulic Cycle Time - Dump, At Maximum Reach",,1.8 s,,1.8 s,918M,113343,Loader Hydraulic System
Hydraulic Cycle Time - Rackback,,2.2 s,,2.2 s,918M,113343,Loader Hydraulic System
"Hydraulic Cycle Time - Float Down, Maximum Lift To Ground Level",,2.7 s,,2.7 s,918M,113343,Loader Hydraulic System
Hydraulic Cycle Time - Total Cycle Time,,11.5 s,,11.5 s,918M,113343,Loader Hydraulic System
"Maximum Flow - Implement Pump - 3rd Function, Maximum Flow, Standard",,25 gal/min,,25 gal/min,918M,113343,Loader Hydraulic System
Relief Pressure - Tilt Cylinder - 3rd Function Relief Pressure,,4641 psi,,4641 psi,918M,113343,Loader Hydraulic System
Note,,All cycle times listed are with cylinder snubbing turned off.,,All cycle times listed are with cylinder snubbing turned off.,918M,113343,Loader Hydraulic System
"Maximum Flow - Implement Pump - 4rd Function, Maximum Flow",,25 gal/min,,25 gal/min,918M,113343,Loader Hydraulic System
Relief Pressure - Tilt Cylinder - 4th Function Relief Pressure,,4641 psi,,4641 psi,918M,113343,Loader Hydraulic System
Displacement,cu in,427,L,7,938M Waste Handler,113347,Engine
Bore,in,4,mm,101.6,938M Waste Handler,113347,Engine
Stroke,in,5,mm,127,938M Waste Handler,113347,Engine
Emissions,,Engine meets U.S. EPA Tier 4 Final/EU Stage IV emission standards.,,Engine meets U.S. EPA Tier 4 Final/EU Stage IV emission standards.,938M Waste Handler,113347,Engine
Engine Model,,Cat C7.1 ACERT,,Cat C7.1 ACERT,938M Waste Handler,113347,Engine
Note (1),,*Range 4 power and torque is equal to Performance Mode with Caterpillar Power by Range technology.,,*Range 4 power and torque is equal to Performance Mode with Caterpillar Power by Range technology.,938M Waste Handler,113347,Engine
Note (2),,"Net power ratings are tested at the reference conditions for the specified standard and denote power available at the flywheel when the engine is equipped with alternator, air cleaner, emission components and fan at specified speed.",,"Net power ratings are tested at the reference conditions for the specified standard and denote power available at the flywheel when the engine is equipped with alternator, air cleaner, emission components and fan at specified speed.",938M Waste Handler,113347,Engine
Note (3),,"No derating required up to 3000 m (10,000 ft) altitude. Auto derate protects hydraulic and transmission systems.",,"No derating required up to 3000 m (10,000 ft) altitude. Auto derate protects hydraulic and transmission systems.",938M Waste Handler,113347,Engine
Note (4),,Spark arrester performance as standard  Meets the performance requirements of EN 1834-1.2000 (section 6.4.2 Visual Test).,,Spark arrester performance as standard  Meets the performance requirements of EN 1834-1.2000 (section 6.4.2 Visual Test).,938M Waste Handler,113347,Engine
Maximum Gross Power,hp,188,kw,140.2,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396 (Din),hp,190,kw,141.7,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396,hp,188,kw,140.2,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Maximum Engine Speed (Standard Power Mode: Range 1-3*),rpm,1600,rpm,1600,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396 (Standard Power Mode: Range 1-3*),hp,173,kw,129.1,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396 (Din) (Standard Power Mode: Range 1-3*),hp,175,kw,130.5,938M Waste Handler,113347,Engine
"Rated Net Power - 1,600 Rpm - Sae J1349 At Minimum Fan Speed (Standard Power Mode: Range 1-3*)",hp,168,kw,125.3,938M Waste Handler,113347,Engine
"Rated Net Power - 1,600 Rpm - Iso 9249 (1977)/Eec 80/1269 At Minimum Fan Speed (Standard Power Mode: Range 1-3*)",hp,169,kw,126.1,938M Waste Handler,113347,Engine
"Rated Net Power - 1,600 Rpm - Iso 9249 (Din) At Minimum Fan Speed (Standard Power Mode: Range 1-3*)",hp,171,kw,127.6,938M Waste Handler,113347,Engine
Maximum Gross Torque - Iso 14396 (Standard Power Mode: Range 1-3*),lb ft,648,Nm,878.6,938M Waste Handler,113347,Engine
Maximum Net Torque - Sae J1349 (Standard Power Mode: Range 1-3*),lb ft,621,Nm,842,938M Waste Handler,113347,Engine
Maximum Net Torque - Iso 9249 (1977)/Eec 80/1269 (Standard Power Mode: Range 1-3*),lb ft,628,Nm,851.5,938M Waste Handler,113347,Engine
Maximum Net Torque - Sae J1349 (Performance [Hp+] Power Mode: Range 1-4),lb ft,621,Nm,842,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Maximum Engine Speed (Performance [Hp+] Power Mode: Range 1-4),rpm,1800,rpm,1800,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396 (Performance [Hp+] Power Mode: Range 1-4),hp,188,kw,140.2,938M Waste Handler,113347,Engine
Maximum Rated Gross Power - Iso 14396 (Din) (Performance [Hp+] Power Mode: Range 1-4),hp,190,kw,141.7,938M Waste Handler,113347,Engine
"Rated Net Power - 1,800 Rpm - Sae J1349 At Minimum Fan Speed (Performance [Hp+] Power Mode: Range 1-4)",hp,182,kw,135.8,938M Waste Handler,113347,Engine
"Rated Net Power - 1,800 Rpm - Iso 9249 (1977)/Eec 80/1269 At Minimum Fan Speed (Performance [Hp+] Power Mode: Range 1-4)",hp,184,kw,137.3,938M Waste Handler,113347,Engine
"Rated Net Power - 1,800 Rpm - Iso 9249 (Din) At Minimum Fan Speed (Performance [Hp+] Power Mode: Range 1-4)",hp,186,kw,138.8,938M Waste Handler,113347,Engine
Maximum Gross Torque - Iso 14396 (Performance [Hp+] Power Mode: Range 1-4),lb ft,648,Nm,878.6,938M Waste Handler,113347,Engine
Maximum Net Torque - Iso 9249 (1977)/Eec 80/1269 (Performance [Hp+] Power Mode: Range 1-4),lb ft,628,Nm,851.5,938M Waste Handler,113347,Engine
Operating Weight,lb,38555,kg,17488.3,938M Waste Handler,113347,Operational
Front Axle,,Fixed,,Fixed,938M Waste Handler,113347,Power Train
Rear Axle,,Oscillating,,Oscillating,938M Waste Handler,113347,Power Train
Rear Axle - Oscillation Angle By Tire Size - 23.5 R25,,7 degrees,,7 degrees,938M Waste Handler,113347,Power Train
Rear Axle - Traction Aid - Optional,,Limited slip differential,,Limited slip differential,938M Waste Handler,113347,Power Train
Note (1),,Power train is governed by the Caterpillar exclusive Intelligent Power Management system to deliver peak performance and efficiency.,,Power train is governed by the Caterpillar exclusive Intelligent Power Management system to deliver peak performance and efficiency.,938M Waste Handler,113347,Power Train
Note (2),,Offset rims available to meet European roading requirements.,,Offset rims available to meet European roading requirements.,938M Waste Handler,113347,Power Train
Note (3),,*Differential front locking axle can be engaged on the go at full torque to 20 km/h (12.4 mph) on the 938M.,,*Differential front locking axle can be engaged on the go at full torque to 20 km/h (12.4 mph) on the 938M.,938M Waste Handler,113347,Power Train
Brakes - Parking,,Spring applied hydraulically released,,Spring applied hydraulically released,938M Waste Handler,113347,Power Train
Brakes - Service,,Outboard wet disc,,Outboard wet disc,938M Waste Handler,113347,Power Train
"Rear Axle - Oscillation Angle By Tire Size - 20.5 R25, 550/65, 600/65, 650/65",,10.5 degrees,,10.5 degrees,938M Waste Handler,113347,Power Train
Front Axle - Traction Aid*,,Locking differential (standard),,Locking differential (standard),938M Waste Handler,113347,Power Train
Note,,*Creeper control allows maximum speed range adjustability from 1 km/h (0.6 mph) to 13 km/h (8 mph) in Range 1 through the touch screen display when equipped. Factory default is 7 km/h (4.4 mph).,,*Creeper control allows maximum speed range adjustability from 1 km/h (0.6 mph) to 13 km/h (8 mph) in Range 1 through the touch screen display when equipped. Factory default is 7 km/h (4.4 mph).,938M Waste Handler,113347,Transmission
Maximum Working Pressure - Steering Pump,,3500 psi,,3500 psi,938M Waste Handler,113347,Steering
"Steering Cylinder, Double Acting - Bore Diameter",in,3.1,mm,78.8,938M Waste Handler,113347,Steering
"Steering Cylinder, Double Acting - Rod Diameter",in,2,mm,50.8,938M Waste Handler,113347,Steering
"Steering Cylinder, Double Acting - Stroke",in,15.7,mm,398.8,938M Waste Handler,113347,Steering
Maximum Steering Torque - 0 Degrees (Straight Machine),lb ft,42506,Nm,57630.4,938M Waste Handler,113347,Steering
Maximum Flow - Steering Pump,,34 gal/min,,34 gal/min,938M Waste Handler,113347,Steering
Maximum Steering Torque - 40 Degrees (Full Turn),lb ft,31398,Nm,42570,938M Waste Handler,113347,Steering
Steering Cycle Times - Full Left To Full Right - Minimum Rpm: Pump Flow Limited,,3.1 s,,3.1 s,938M Waste Handler,113347,Steering
Steering Cycle Times - Full Left To Full Right - Maximum Rpm: 90 Rpm Steering Wheel Speed,,2.3 s,,2.3 s,938M Waste Handler,113347,Steering
Note (1),,Steering system uses a dedicated load sensing variable displacement pump with dual double acting cylinders.,,Steering system uses a dedicated load sensing variable displacement pump with dual double acting cylinders.,938M Waste Handler,113347,Steering
Note (2),,"Flow values listed are for a machine running in Performance Power Mode (1,800 rpm).",,"Flow values listed are for a machine running in Performance Power Mode (1,800 rpm).",938M Waste Handler,113347,Steering
Forward And Reverse - Range 1*,,1-13 km/h (0.6-8 mph),,1-13 km/h (0.6-8 mph),938M Waste Handler,113347,Transmission
Forward And Reverse - Range 2,mph,8,km/h,12.9,938M Waste Handler,113347,Transmission
Forward And Reverse - Range 3,mph,17,km/h,27.4,938M Waste Handler,113347,Transmission
Forward And Reverse - Range 4,mph,25,km/h,40.3,938M Waste Handler,113347,Transmission
Bucket Capacities,,3.0-5.0 m3 (3.9-6.5 yd3),,3.0-5.0 m3 (3.9-6.5 yd3),938M Waste Handler,113347,Buckets
Full Turn Tip Load,lb,21720,kg,9852.1,938M Waste Handler,113347,Operating Specifications
Cooling System,gal,8.5,L,32.2,938M Waste Handler,113347,Service Refill Capacities
Fuel Tank,gal,51.5,L,195,938M Waste Handler,113347,Service Refill Capacities
Hydraulic Tank,gal,23.8,L,90.1,938M Waste Handler,113347,Service Refill Capacities
Hydraulic System - Including Tank,gal,44.9,L,170,938M Waste Handler,113347,Service Refill Capacities
Engine Crankcase,gal,5.3,L,20.1,938M Waste Handler,113347,Service Refill Capacities
Transmission - Gear Box,gal,2.9,L,11,938M Waste Handler,113347,Service Refill Capacities
Diesel Exhaust Fluid (Def) Tank,gal,5,L,19,938M Waste Handler,113347,Service Refill Capacities
Front Axles,gal,9.2,L,34.9,938M Waste Handler,113347,Service Refill Capacities
Rear Axles,gal,9.2,L,34.9,938M Waste Handler,113347,Service Refill Capacities
Rops,,ISO 3471: 2008,,ISO 3471: 2008,938M Waste Handler,113347,Cab
Fops,,ISO 3449: 2005 LEVEL II,,ISO 3449: 2005 LEVEL II,938M Waste Handler,113347,Cab
Note (1),,*Measurements were conducted at 70% of maximum engine cooling fan speed. Sound level may vary at different engine cooling fan speeds. The cab was properly installed and maintained. The measurements were conducted with the cab doors and the cab windows closed.,,*Measurements were conducted at 70% of maximum engine cooling fan speed. Sound level may vary at different engine cooling fan speeds. The cab was properly installed and maintained. The measurements were conducted with the cab doors and the cab windows closed.,938M Waste Handler,113347,Cab
