subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Sound Level Information (1),The operator Equivalent Sound Pressure Level (Leq) is 81.5 dB(A) when ANSI/SAE J1166 FEB2008 is used to measure the value for an enclosed cab. The measurement was conducted at 100% of the maximum engine cooling fan speed. This is a work cycle sound exposure level. The cab was properly installed and maintained. The test was conducted with the cab doors and the cab windows closed.,The operator Equivalent Sound Pressure Level (Leq) is 81.5 dB(A) when ANSI/SAE J1166 FEB2008 is used to measure the value for an enclosed cab. The measurement was conducted at 100% of the maximum engine cooling fan speed. This is a work cycle sound exposure level. The cab was properly installed and maintained. The test was conducted with the cab doors and the cab windows closed.,,,D6N,90913,Sound And Vibration - Cab
Sound Level Information (2),"Hearing protection may be needed when the machine is operated with an open operator station for extended periods or in a noisy environment. Hearing protection may be needed when the machine is operated with a cab that is not properly maintained, or when the doors and windows are open for extended periods or in a noisy environment.","Hearing protection may be needed when the machine is operated with an open operator station for extended periods or in a noisy environment. Hearing protection may be needed when the machine is operated with a cab that is not properly maintained, or when the doors and windows are open for extended periods or in a noisy environment.",,,D6N,90913,Sound And Vibration - Cab
Sound Level Information (3),The average exterior sound pressure level is 85.5 dB(A) when the SAE J88 FEB2006  Constant Speed Moving Test procedure is used to measure the value for the standard machine. The measurement was conducted under the following conditions: distance of 15 m (49.2 ft) and the machine moving forward in an intermediate gear ratio.,The average exterior sound pressure level is 85.5 dB(A) when the SAE J88 FEB2006  Constant Speed Moving Test procedure is used to measure the value for the standard machine. The measurement was conducted under the following conditions: distance of 15 m (49.2 ft) and the machine moving forward in an intermediate gear ratio.,,,D6N,90913,Sound And Vibration - Cab
Specification Name Too Long,"If equipped, the certification label  110 dB(A)  is used to verify the environmental sound certification of the machine to the requirements of the European Union. The value that is listed on the label indicates the guaranteed exterior sound power level (LWA) at the time of manufacture for the conditions that are specified in 2000/14/EC. Your machine may have a different value.","If equipped, the certification label  110 dB(A)  is used to verify the environmental sound certification of the machine to the requirements of the European Union. The value that is listed on the label indicates the guaranteed exterior sound power level (LWA) at the time of manufacture for the conditions that are specified in 2000/14/EC. Your machine may have a different value.",,,D6N,90913,Sound And Vibration - Cab
Sound Levels - Average Exterior Sound Pressure Level - Sae J88:2006,85.5 dB(A),85.5 dB(A),,,D6N,90913,Sustainability - Sound And Vibration Levels
Sound Levels - Dynamic Operator Sound Pressure Level (Lpa) - Iso 6396:2008,76 dB(A),76 dB(A),,,D6N,90913,Sustainability - Sound And Vibration Levels
Sound Levels - Maximum Sound Power Level - 2000/14/Ec,110 dB(A),110 dB(A),,,D6N,90913,Sustainability - Sound And Vibration Levels
Vibration Levels - Maximum Hand/Arm* - Iso 5349:2001,2.5 m/s2 (8.2 ft/s2),2.5 m/s2 (8.2 ft/s2),,,D6N,90913,Sustainability - Sound And Vibration Levels
Vibration Levels - Maximum Whole Body* - Iso/Tr25398:2006,0.5 m/s2 (1.6 ft/s2),0.5 m/s2 (1.6 ft/s2),,,D6N,90913,Sustainability - Sound And Vibration Levels
Vibration Levels - Seat Transmissibility Factor - Iso 7096:2000 - Spectral Class Em6,Less Than 0.7,Less Than 0.7,,,D6N,90913,Sustainability - Sound And Vibration Levels
Note,"*Values are for an experienced operator in a dozing application, consult the Operating and Maintenance Manual for details.","*Values are for an experienced operator in a dozing application, consult the Operating and Maintenance Manual for details.",,,D6N,90913,Sustainability - Sound And Vibration Levels
Flange Diameter,19.8,503,in,mm,D6N,90913,Winch
Oil Capacity,19.6,74.1,gal,L,D6N,90913,Winch
Winch Model,PA55,PA55,,,D6N,90913,Winch
Winch And Bracket Length,45.1,1145.6,in,mm,D6N,90913,Winch
Drum Capacity - 22 Mm (0.88 In),288.8,88.1,ft in,m,D6N,90913,Winch
Winch Drive,Mechanical,Mechanical,,,D6N,90913,Winch
Control,Electric,Electric,,,D6N,90913,Winch
Overall Width,38.4,975.4,in,mm,D6N,90913,Winch
Drum Diameter,10,254,in,mm,D6N,90913,Winch
Drum Width,12.4,315,in,mm,D6N,90913,Winch
Rope Diameter - Recommended,0.9,22.3,in,mm,D6N,90913,Winch
Cable Ferrule Size - O.D.  Length,54 mm  67 mm (2.13 in  2.63 in),54 mm  67 mm (2.13 in  2.63 in),,,D6N,90913,Winch
Maximum Bare Drum - Line Speed,141 ft/min,141 ft/min,,,D6N,90913,Winch
Maximum Full Drum - Line Speed,217 ft/min,217 ft/min,,,D6N,90913,Winch
Maximum Bare Drum - Line Pull*,69200,31388.6,lb,kg,D6N,90913,Winch
Maximum Full Drum - Line Pull*,44410,20144.1,lb,kg,D6N,90913,Winch
Winch Case - Width,38.4,975.4,in,mm,D6N,90913,Winch
Weight*,2814,1276.5,lb,kg,D6N,90913,Winch
Note (1),"*Weight: Includes pump, operator controls, oil, mounting brackets and spacers.","*Weight: Includes pump, operator controls, oil, mounting brackets and spacers.",,,D6N,90913,Winch
Note (2),Slow and standard speed winches are available.,Slow and standard speed winches are available.,,,D6N,90913,Winch
Engine Make,2236,2236,,,D5N,90912,Engine
Engine Model,3126B DITAAC,3126B DITAAC,,,D5N,90912,Engine
Net Power,121,90.3,hp,kw,D5N,90912,Engine
Power Measured @,2000,2000,rpm,rpm,D5N,90912,Engine
Displacement,439.4,7.2,cu in,L,D5N,90912,Engine
Operating Weight,28082,12737.8,lb,kg,D5N,90912,Operational
Fuel Capacity,67.9,257,gal,L,D5N,90912,Operational
Cooling System Fluid Capacity,9.8,37,gal,L,D5N,90912,Operational
Hydraulic Fluid Capacity,7.8,29.5,gal,L,D5N,90912,Operational
Final Drives Fluid Capacity,1.6,6,gal,L,D5N,90912,Operational
Operating Voltage,12,12,V,V,D5N,90912,Operational
Alternator Supplied Amperage,70,70,amps,amps,D5N,90912,Operational
Transmission Type,powershift,powershift,,,D5N,90912,Transmission
Number Of Forward Gears,3,3,,,D5N,90912,Transmission
Number Of Reverse Gears,3,3,,,D5N,90912,Transmission
Max Speed - Forward,6.2,10,mph,km/h,D5N,90912,Transmission
Max Speed - Reverse,6.9,11.2,mph,km/h,D5N,90912,Transmission
Width,10.1,3077,ft in,mm,D5N,90912,Standard Blade
Height,43.7,1109,in,mm,D5N,90912,Standard Blade
Capacity,3.5,2.6,yd3,m3,D5N,90912,Standard Blade
Cutting Depth,17,430,in,mm,D5N,90912,Standard Blade
Ripper Type,Parallelogram,Parallelogram,,,D5G,90911,Ripper
Number Of Shanks,3,3,,,D5G,90911,Ripper
Maximum Digging Depth,13.3,337.9,in,mm,D5G,90911,Ripper
Maximum Reach - Ground Line,24,609.6,in,mm,D5G,90911,Ripper
Maximum Ground Clearance Under Tip,16.2,411.5,in,mm,D5G,90911,Ripper
Overall Width,67.3,1709.5,in,mm,D5G,90911,Ripper
Height,6.5,165.1,in,mm,D5G,90911,Ripper
Weight,1241,563,lb,kg,D5G,90911,Ripper
Engine Model,3046T,3046T,,,D5G,90911,Engine
Gross Power,99,73.9,hp,kw,D5G,90911,Engine
Net Power,90,67.2,hp,kw,D5G,90911,Engine
Displacement,305,5,cu in,L,D5G,90911,Engine
Bore,3.7,94,in,mm,D5G,90911,Engine
Stroke,4.7,119.4,in,mm,D5G,90911,Engine
Engine Model,Cat 3046T,Cat 3046T,,,D5G,90911,Engine
Eec 80/1269,90,67.2,hp,kw,D5G,90911,Engine
Sae J1349,90,67.2,hp,kw,D5G,90911,Engine
Iso 9249,90,67.2,hp,kw,D5G,90911,Engine
Power - Gross,99,73.9,hp,kw,D5G,90911,Engine
Power - Net,90,67.2,hp,kw,D5G,90911,Engine
Caterpillar,90,67.2,hp,kw,D5G,90911,Engine
Operating Weight,20547.1,9320,lb,kg,D5G,90911,Operational
Fuel Capacity,49.5,187,gal,L,D5G,90911,Operational
Cooling System Fluid Capacity,4.3,16.1,gal,L,D5G,90911,Operational
Engine Oil Capacity,3.5,13,gal,L,D5G,90911,Operational
Final Drives Fluid Capacity,3.9,14.7,gal,L,D5G,90911,Operational
Max Speed - Forward,5.6,9,mph,km/h,D5G,90911,Transmission
Max Speed - Reverse,6,9.6,mph,km/h,D5G,90911,Transmission
Drive Pumps,2,2,,,D5G,90911,Transmission
Track Motors,2,2,,,D5G,90911,Transmission
Relief Valve Settings,6380 psi,6380 psi,,,D5G,90911,Transmission
Maximum Travel Speed - Forward,5.6,9.1,mph,km/h,D5G,90911,Transmission
Maximum Travel Speed - Reverse,6,9.7,mph,km/h,D5G,90911,Transmission
Operating Weight - Lgp,20434,9268.8,lb,kg,D5G,90911,Weights
Operating Weight - Xl,19662,8918.6,lb,kg,D5G,90911,Weights
Blade Width - Xl,105.9,2689.9,in,mm,D5G,90911,Blade
Blade Width - Intermediate,115,2921,in,mm,D5G,90911,Blade
Blade Width - Lgp,128.1,3253.8,in,mm,D5G,90911,Blade
Blade Height - Xl,43.3,1099.9,in,mm,D5G,90911,Blade
Blade Height - Intermediate,40.5,1028.7,in,mm,D5G,90911,Blade
Blade Height - Lgp,40.5,1028.7,in,mm,D5G,90911,Blade
Blade Capacity - Xl,2.9,2.2,yd3,m3,D5G,90911,Blade
Blade Capacity - Intermediate,2.8,2.1,yd3,m3,D5G,90911,Blade
Blade Capacity - Lgp,3.1,2.4,yd3,m3,D5G,90911,Blade
Digging Depth - Xl,24.8,630,in,mm,D5G,90911,Blade
Digging Depth - Intermediate,22.9,581.7,in,mm,D5G,90911,Blade
Digging Depth - Lgp,22.9,581.7,in,mm,D5G,90911,Blade
Width,8.9,2690,ft in,mm,D5G,90911,Standard Blade
Height,43.4,1101,in,mm,D5G,90911,Standard Blade
Capacity,2.9,2.2,yd3,m3,D5G,90911,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D5G,90911,Standard Blade
Cutting Depth,24.9,630,in,mm,D5G,90911,Standard Blade
Cooling System,4.3,16.1,gal,L,D5G,90911,Service Refill Capacities
Fuel Tank,48.6,184,gal,L,D5G,90911,Service Refill Capacities
Final Drive - Each - Lgp,5.7,21.6,gal,L,D5G,90911,Service Refill Capacities
Final Drive - Each - Xl,3.9,14.8,gal,L,D5G,90911,Service Refill Capacities
Crankcase - With Filter,3.4,12.9,gal,L,D5G,90911,Service Refill Capacities
Transmission - Hydraulic Tank,12,45.5,gal,L,D5G,90911,Service Refill Capacities
Rops,"SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95","SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95",,,D5G,90911,Standards
Fops,"SAE J231-JAN81, ISO 3449-92","SAE J231-JAN81, ISO 3449-92",,,D5G,90911,Standards
Pump Output,16.1 gal/min,16.1 gal/min,,,D5G,90911,Hydraulic Controls
Relief Valve Setting,2900 psi,2900 psi,,,D5G,90911,Hydraulic Controls
Winch Drive,Hydrostatic,Hydrostatic,,,D5G,90911,Winch
Control,Pilot hydraulic,Pilot hydraulic,,,D5G,90911,Winch
Overall Width,29.2,741.7,in,mm,D5G,90911,Winch
Drum Diameter,10,254,in,mm,D5G,90911,Winch
Drum Width,10.8,274.4,in,mm,D5G,90911,Winch
Rope Diameter - Recommended,0.7,16.1,in,mm,D5G,90911,Winch
Weight,1345,610.1,lb,kg,D5G,90911,Winch
Rope Diameter - Optional,0.8,19.1,in,mm,D5G,90911,Winch
Speed,Variable,Variable,,,D5G,90911,Winch
Winch Length,27.8,705.2,in,mm,D5G,90911,Winch
Throat Clearance,6.8,171.5,in,mm,D5G,90911,Winch
Drum Capacity - Recommended Cable,371,113.1,ft in,m,D5G,90911,Winch
Drum Capacity - Optional Cable,257,78.4,ft in,m,D5G,90911,Winch
Maximum Line Pull - Bare Drum,40000,18143.7,lb,kg,D5G,90911,Winch
Maximum Line Pull - Full Drum,25000,11339.9,lb,kg,D5G,90911,Winch
Maximum Line Speed - Bare Drum,132 ft/min,132 ft/min,,,D5G,90911,Winch
Maximum Line Speed - Full Drum,207 ft/min,207 ft/min,,,D5G,90911,Winch
Ripper Type,Parallelogram,Parallelogram,,,D4G,90910,Ripper
Number Of Shanks,3,3,,,D4G,90910,Ripper
Maximum Digging Depth,13.3,337.9,in,mm,D4G,90910,Ripper
Maximum Reach - Ground Line,25,635,in,mm,D4G,90910,Ripper
Maximum Ground Clearance Under Tip,16.2,411.5,in,mm,D4G,90910,Ripper
Overall Width,67.3,1709.5,in,mm,D4G,90910,Ripper
Height,6.5,165.1,in,mm,D4G,90910,Ripper
Weight,1241,563,lb,kg,D4G,90910,Ripper
Number Of Cylinders,6,6,,,D4G,90910,Engine
Engine Make,2236,2236,,,D4G,90910,Engine
Engine Model,3046T,3046T,,,D4G,90910,Engine
Gross Power,87,64.9,hp,kw,D4G,90910,Engine
Net Power,80,59.7,hp,kw,D4G,90910,Engine
Power Measured @,2200,2200,rpm,rpm,D4G,90910,Engine
Displacement,305,5,cu in,L,D4G,90910,Engine
Bore,3.7,94,in,mm,D4G,90910,Engine
Stroke,4.7,119.4,in,mm,D4G,90910,Engine
Engine Model,Cat 3046,Cat 3046,,,D4G,90910,Engine
Eec 80/1269,80,59.7,hp,kw,D4G,90910,Engine
Sae J1349,80,59.7,hp,kw,D4G,90910,Engine
Iso 9249,80,59.7,hp,kw,D4G,90910,Engine
Power - Gross,87,64.9,hp,kw,D4G,90910,Engine
Power - Net,80,59.7,hp,kw,D4G,90910,Engine
Caterpillar,80,59.7,hp,kw,D4G,90910,Engine
Operating Weight,18210.2,8260,lb,kg,D4G,90910,Operational
Fuel Capacity,49.5,187,gal,L,D4G,90910,Operational
Cooling System Fluid Capacity,5.6,21,gal,L,D4G,90910,Operational
Engine Oil Capacity,3.5,13,gal,L,D4G,90910,Operational
Hydraulic Fluid Capacity,12.3,46.5,gal,L,D4G,90910,Operational
Final Drives Fluid Capacity,3.9,14.7,gal,L,D4G,90910,Operational
Transmission Type,hydrostatic,hydrostatic,,,D4G,90910,Transmission
Number Of Forward Gears,1,1,,,D4G,90910,Transmission
Number Of Reverse Gears,1,1,,,D4G,90910,Transmission
Max Speed - Forward,5.6,9,mph,km/h,D4G,90910,Transmission
Max Speed - Reverse,6,9.6,mph,km/h,D4G,90910,Transmission
Drive Pumps,2,2,,,D4G,90910,Transmission
Track Motors,2,2,,,D4G,90910,Transmission
Relief Valve Settings,6380 psi,6380 psi,,,D4G,90910,Transmission
Maximum Travel Speed - Forward,5.6,9.1,mph,km/h,D4G,90910,Transmission
Maximum Travel Speed - Reverse,6,9.7,mph,km/h,D4G,90910,Transmission
Operating Weight - Lgp,18073.5,8198,lb,kg,D4G,90910,Weights
Operating Weight - Xl,17317.3,7855,lb,kg,D4G,90910,Weights
Relief Valve Pressure,2900.8,20000,psi,kPa,D4G,90910,Hydraulic System
Pump Flow Capacity,16.2,61.1,gal/min,L/min,D4G,90910,Hydraulic System
Blade Width - Xl,105.2,2672.1,in,mm,D4G,90910,Blade
Blade Width - Intermediate,115,2921,in,mm,D4G,90910,Blade
Blade Width - Lgp,123.9,3147.1,in,mm,D4G,90910,Blade
Blade Height - Xl,40.5,1028.7,in,mm,D4G,90910,Blade
Blade Height - Intermediate,36.3,922.1,in,mm,D4G,90910,Blade
Blade Height - Lgp,36.3,922.1,in,mm,D4G,90910,Blade
Blade Capacity - Xl,2.6,2,yd3,m3,D4G,90910,Blade
Blade Capacity - Intermediate,2.3,1.7,yd3,m3,D4G,90910,Blade
Blade Capacity - Lgp,2.5,1.9,yd3,m3,D4G,90910,Blade
Digging Depth - Xl,22.4,569,in,mm,D4G,90910,Blade
Digging Depth - Intermediate,20.5,520.7,in,mm,D4G,90910,Blade
Digging Depth - Lgp,20.5,520.7,in,mm,D4G,90910,Blade
Width,8.8,2671,ft in,mm,D4G,90910,Standard Blade
Height,40.5,1028,in,mm,D4G,90910,Standard Blade
Capacity,2.6,2,yd3,m3,D4G,90910,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D4G,90910,Standard Blade
Cutting Depth,22.4,568,in,mm,D4G,90910,Standard Blade
Dig Depth - Vpat Blade,22.4,568,in,mm,D4G,90910,Operating Specifications
Lift Height - Vpat Blade,27.1,686.1,in,mm,D4G,90910,Operating Specifications
Maximum Tilt - Vpat Blade,15.3,387.1,in,mm,D4G,90910,Operating Specifications
Maximum Angle - Vpat Blade,25,25,degrees,degrees,D4G,90910,Operating Specifications
Cooling System,5.5,20.9,gal,L,D4G,90910,Service Refill Capacities
Fuel Tank,48.6,184,gal,L,D4G,90910,Service Refill Capacities
Final Drive - Each - Lgp,5.7,21.6,gal,L,D4G,90910,Service Refill Capacities
Final Drive - Each - Xl,3.9,14.8,gal,L,D4G,90910,Service Refill Capacities
Crankcase - With Filter,3.4,12.9,gal,L,D4G,90910,Service Refill Capacities
Transmission - Hydraulic Tank,12,45.5,gal,L,D4G,90910,Service Refill Capacities
Rops,"SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95","SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95",,,D4G,90910,Standards
Fops,"SAE J231-JAN81, ISO 3449-92","SAE J231-JAN81, ISO 3449-92",,,D4G,90910,Standards
Pump Output,16.14 gal/min,16.14 gal/min,,,D4G,90910,Hydraulic Controls
Relief Valve Setting,2900 psi,2900 psi,,,D4G,90910,Hydraulic Controls
Winch Drive,Hydrostatic,Hydrostatic,,,D4G,90910,Winch
Control,Pilot hydraulic,Pilot hydraulic,,,D4G,90910,Winch
Overall Width,29.2,741.7,in,mm,D4G,90910,Winch
Drum Diameter,10,254,in,mm,D4G,90910,Winch
Drum Width,10.8,274.4,in,mm,D4G,90910,Winch
Rope Diameter - Recommended,0.7,16.1,in,mm,D4G,90910,Winch
Weight,1345,610.1,lb,kg,D4G,90910,Winch
Rope Diameter - Optional,0.8,19.1,in,mm,D4G,90910,Winch
Speed,Variable,Variable,,,D4G,90910,Winch
Winch Length,27.8,705.2,in,mm,D4G,90910,Winch
Throat Clearance,6.8,171.5,in,mm,D4G,90910,Winch
Drum Capacity - Recommended Cable,371,113.1,ft in,m,D4G,90910,Winch
Drum Capacity - Optional Cable,257,78.4,ft in,m,D4G,90910,Winch
Maximum Line Pull - Bare Drum,40000,18143.7,lb,kg,D4G,90910,Winch
Maximum Line Pull - Full Drum,25000,11339.9,lb,kg,D4G,90910,Winch
Maximum Line Speed - Bare Drum,131.23 ft/min,131.23 ft/min,,,D4G,90910,Winch
Maximum Line Speed - Full Drum,206.69 ft/min,206.69 ft/min,,,D4G,90910,Winch
Ripper Type,Parallelogram,Parallelogram,,,D3G,90909,Ripper
Number Of Shanks,3,3,,,D3G,90909,Ripper
Maximum Digging Depth,13.3,337.9,in,mm,D3G,90909,Ripper
Maximum Reach - Ground Line,29.1,739.2,in,mm,D3G,90909,Ripper
Maximum Ground Clearance Under Tip,16.2,411.5,in,mm,D3G,90909,Ripper
Overall Width,67.3,1709.5,in,mm,D3G,90909,Ripper
Height,6.5,165.1,in,mm,D3G,90909,Ripper
Weight,1241,563,lb,kg,D3G,90909,Ripper
Engine Make,2236,2236,,,D3G,90909,Engine
Engine Model,3046T,3046T,,,D3G,90909,Engine
Gross Power,77,57.5,hp,kw,D3G,90909,Engine
Net Power,70,52.2,hp,kw,D3G,90909,Engine
Power Measured @,2200,2200,rpm,rpm,D3G,90909,Engine
Displacement,305,5,cu in,L,D3G,90909,Engine
Bore,3.7,94,in,mm,D3G,90909,Engine
Stroke,4.7,119.4,in,mm,D3G,90909,Engine
Engine Model,Cat 3046T,Cat 3046T,,,D3G,90909,Engine
Eec 80/1269,70,52.2,hp,kw,D3G,90909,Engine
Sae J1349,70,52.2,hp,kw,D3G,90909,Engine
Iso 9249,70,52.2,hp,kw,D3G,90909,Engine
Power - Gross,77,57.5,hp,kw,D3G,90909,Engine
Power - Net,70,52.2,hp,kw,D3G,90909,Engine
Caterpillar,70,52.2,hp,kw,D3G,90909,Engine
Operating Weight,16227,7360.5,lb,kg,D3G,90909,Operational
Fuel Capacity,43.6,165.1,gal,L,D3G,90909,Operational
Cooling System Fluid Capacity,5.5,20.9,gal,L,D3G,90909,Operational
Engine Oil Capacity,3.4,12.9,gal,L,D3G,90909,Operational
Hydraulic Fluid Capacity,12,45.5,gal,L,D3G,90909,Operational
Final Drives Fluid Capacity,3.6,13.7,gal,L,D3G,90909,Operational
Transmission Type,"dual path, closed loop hydrostatic","dual path, closed loop hydrostatic",,,D3G,90909,Transmission
Number Of Forward Gears,1,1,,,D3G,90909,Transmission
Number Of Reverse Gears,1,1,,,D3G,90909,Transmission
Max Speed - Forward,5.6,9.1,mph,km/h,D3G,90909,Transmission
Max Speed - Reverse,6,9.7,mph,km/h,D3G,90909,Transmission
Drive Pumps,2,2,,,D3G,90909,Transmission
Track Motors,2,2,,,D3G,90909,Transmission
Relief Valve Settings,6380 psi,6380 psi,,,D3G,90909,Transmission
Maximum Travel Speed - Forward,5.6,9.1,mph,km/h,D3G,90909,Transmission
Maximum Travel Speed - Reverse,6,9.7,mph,km/h,D3G,90909,Transmission
Operating Weight - Lgp,17160,7783.7,lb,kg,D3G,90909,Weights
Operating Weight - Xl,16227,7360.5,lb,kg,D3G,90909,Weights
Relief Valve Pressure,8.9,61.1,psi,kPa,D3G,90909,Hydraulic System
Pump Flow Capacity,2900,10977.7,gal/min,L/min,D3G,90909,Hydraulic System
Blade Width - Xl,96.9,2461.3,in,mm,D3G,90909,Blade
Blade Width - Intermediate,115,2921,in,mm,D3G,90909,Blade
Blade Width - Lgp,123.9,3147.1,in,mm,D3G,90909,Blade
Blade Height - Xl,36.8,934.8,in,mm,D3G,90909,Blade
Blade Height - Intermediate,33.2,843.3,in,mm,D3G,90909,Blade
Blade Height - Lgp,33.2,843.3,in,mm,D3G,90909,Blade
Blade Capacity - Xl,1.9,1.5,yd3,m3,D3G,90909,Blade
Blade Capacity - Intermediate,1.9,1.5,yd3,m3,D3G,90909,Blade
Blade Capacity - Lgp,2,1.6,yd3,m3,D3G,90909,Blade
Digging Depth - Xl,21.8,553.8,in,mm,D3G,90909,Blade
Digging Depth - Intermediate,20.7,525.8,in,mm,D3G,90909,Blade
Digging Depth - Lgp,20.7,525.8,in,mm,D3G,90909,Blade
Width,8.1,2461,ft in,mm,D3G,90909,Standard Blade
Height,36.9,936,in,mm,D3G,90909,Standard Blade
Capacity,1.9,1.5,yd3,m3,D3G,90909,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D3G,90909,Standard Blade
Cutting Depth,21.9,554,in,mm,D3G,90909,Standard Blade
Cooling System,5.5,20.9,gal,L,D3G,90909,Service Refill Capacities
Fuel Tank,43.6,165.1,gal,L,D3G,90909,Service Refill Capacities
Final Drive - Each - Lgp,5.4,20.5,gal,L,D3G,90909,Service Refill Capacities
Final Drive - Each - Xl,3.6,13.7,gal,L,D3G,90909,Service Refill Capacities
Crankcase - With Filter,3.4,12.9,gal,L,D3G,90909,Service Refill Capacities
Transmission - Hydraulic Tank,12,45.5,gal,L,D3G,90909,Service Refill Capacities
Rops,"SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95","SAE J397-OCT95, SAE J1040-MAY94, ISO 3471-94, ISO 3164-95",,,D3G,90909,Standards
Fops,"SAE J231-JAN81, ISO 3449-92","SAE J231-JAN81, ISO 3449-92",,,D3G,90909,Standards
Pump Output,16.1 gal/min,16.1 gal/min,,,D3G,90909,Hydraulic Controls
Relief Valve Setting,2900 psi,2900 psi,,,D3G,90909,Hydraulic Controls
Winch Drive,Hydrostatic,Hydrostatic,,,D3G,90909,Winch
Control,Pilot hydraulic,Pilot hydraulic,,,D3G,90909,Winch
Overall Width,29.2,741.7,in,mm,D3G,90909,Winch
Drum Diameter,10,254,in,mm,D3G,90909,Winch
